,launch_angle,launch_speed,estimated_ba_using_speedangle,events
54,1,96.8,0.34,field_out
64,-11,74.7,0.1,field_out
17,42,102.5,0.14,field_out
20,-5,98.0,0.253,field_out
26,83,67.1,0.0,field_out
70,12,63.9,0.233,field_out
113,69,80.0,0.0,field_out
35,0,100.2,0.487,single
41,-16,77.8,0.027,field_out
133,-16,96.7,0.207,field_out
81,36,92.5,0.127,field_out
91,32,89.3,0.053,field_out
178,-11,75.7,0.093,field_out
187,-15,58.2,0.067,field_out
202,-23,95.2,0.12,field_out
108,28,99.8,0.72,field_out
137,-74,62.4,0.273,field_out
152,34,91.3,0.067,field_out
172,17,87.5,0.833,single
217,40,98.7,0.16,field_out
177,36,106.9,0.733,field_out
212,22,107.6,0.973,double
235,-5,98.6,0.247,field_out
280,48,90.4,0.007,field_out
315,37,79.5,0.007,sac_fly
340,-13,93.9,0.213,field_out
344,20,62.1,0.48,double
295,46,85.7,0.0,field_out
409,36,101.8,0.493,field_out
371,-31,82.9,0.067,field_out
466,3,66.0,0.12,field_out
275,34,85.0,0.013,field_out
473,31,105.1,0.9,home_run
524,26,74.0,0.693,single
521,69,80.0,0.0,field_out
538,42,84.9,0.013,field_out
408,5,74.6,0.167,field_out
465,11,106.8,0.927,single
489,36,100.4,0.287,field_out
504,20,92.6,0.227,field_out
382,69,80.0,0.0,field_out
411,8,80.3,0.367,single
445,39,101.3,0.233,field_out
496,-21,72.1,0.06,field_out
256,40,90.9,0.013,field_out
469,32,93.5,0.18,double
527,69,80.0,0.0,field_out
571,25,89.9,0.147,sac_fly_double_play
378,14,101.2,0.727,single
404,-16,96.0,0.167,field_out
477,14,112.1,0.707,double
513,25,106.5,0.973,home_run
233,21,101.8,0.593,double
284,22,100.1,0.58,double
329,-2,90.5,0.307,single
480,13,90.8,0.967,single
78,17,93.7,0.533,field_out
109,6,75.0,0.187,field_out
117,11,93.7,0.853,single
146,-34,65.5,0.047,field_out
37,-21,85.3,0.067,field_out
49,32,103.0,0.773,home_run
57,54,45.9,0.073,field_out
150,-12,82.4,0.107,grounded_into_double_play
161,38,94.9,0.113,field_out
180,33,71.9,0.493,single
191,16,99.2,0.633,single
114,13,85.0,0.853,single
140,36,92.1,0.06,field_out
200,29,88.4,0.087,field_out
206,-27,75.9,0.04,field_out
143,41,90.2,0.007,field_out
158,32,101.5,0.647,double
164,-44,49.6,0.187,field_out
241,37,95.1,0.107,field_out
334,-1,99.5,0.38,field_out
361,25,110.5,1.0,home_run
395,32,88.6,0.053,field_out
566,-8,102.9,0.327,field_out
407,10,105.2,0.867,single
468,32,87.1,0.047,field_out
333,24,100.2,0.673,double
382,20,79.9,0.88,single
555,-1,68.0,0.1,field_out
556,39,93.6,0.06,field_out
571,39,89.2,0.013,field_out
418,35,96.2,0.187,field_out
582,29,101.4,0.74,field_out
409,34,96.0,0.2,field_out
421,4,105.7,0.633,single
526,69,80.0,0.0,field_out
301,43,87.0,0.007,field_out
415,17,100.6,0.433,double
455,-44,67.4,0.14,field_out
79,7,66.5,0.22,grounded_into_double_play
459,-8,101.9,0.393,field_out
182,21,95.1,0.24,field_out
202,47,95.5,0.007,field_out
36,60,76.0,0.02,field_out
43,-12,72.6,0.1,field_out
211,-29,87.7,0.073,field_out
72,-11,72.5,0.1,single
83,18,99.6,0.467,single
108,43,83.2,0.013,field_out
422,69,80.0,0.0,field_out
486,16,72.4,0.653,single
503,20,73.5,0.96,single
331,33,102.1,0.707,home_run
461,10,101.5,0.833,single
507,27,99.8,0.773,sac_fly
149,11,107.7,0.913,single
191,1,115.2,0.607,single
177,-21,82.9,0.073,field_out
197,-29,91.1,0.087,field_out
207,5,104.8,0.627,single
208,-17,90.3,0.147,single
232,-16,79.1,0.04,field_out
242,13,107.5,0.787,field_out
277,-7,76.2,0.08,field_out
267,-39,82.4,0.067,grounded_into_double_play
295,12,80.7,0.567,single
343,35,98.9,0.333,field_out
522,16,104.0,0.633,double
363,7,80.8,0.327,grounded_into_double_play
403,2,71.9,0.133,single
527,-3,103.3,0.367,field_out
432,-21,82.9,0.073,field_out
289,-2,79.2,0.207,force_out
500,4,77.1,0.213,single
508,27,79.9,0.173,single
290,17,73.2,0.847,single
324,42,92.5,0.033,field_out
437,8,116.8,0.78,single
449,-11,73.5,0.107,single
541,77,88.1,0.0,field_out
7,20,108.6,0.933,double
300,29,89.2,0.093,field_out
375,69,80.0,0.0,field_out
397,32,67.6,0.887,single
492,-18,85.2,0.08,field_out
547,13,99.6,0.947,double
559,-3,104.9,0.433,field_error
22,-11,101.3,0.273,field_out
334,32,82.3,0.04,field_out
521,69,80.0,0.0,field_out
35,52,87.8,0.013,field_out
60,15,70.5,0.427,single
275,-19,68.8,0.027,grounded_into_double_play
327,1,96.3,0.467,single
74,9,103.9,0.753,single
480,-67,72.8,0.32,field_out
544,-16,98.1,0.18,field_out
107,30,98.5,0.52,home_run
118,-6,98.8,0.287,field_out
124,43,100.2,0.08,field_out
154,17,104.7,0.567,double
184,31,89.5,0.08,field_out
151,2,110.8,0.667,field_out
189,49,88.7,0.007,field_out
231,39,102.5,0.327,field_out
279,11,102.3,0.9,single
281,20,83.0,0.747,single
416,-1,99.0,0.413,field_out
472,69,80.0,0.0,field_out
532,69,80.0,0.0,field_out
315,6,104.3,0.567,single
550,-16,105.2,0.293,field_out
818,13,81.5,0.753,single
966,18,89.7,0.627,single
1010,-21,77.3,0.04,field_out
1009,-11,84.5,0.1,field_out
783,15,106.4,0.593,field_out
867,20,70.3,0.933,single
7,-17,91.0,0.153,double
12,33,105.1,0.86,home_run
35,16,85.8,0.927,single
91,-8,105.4,0.347,grounded_into_double_play
123,17,87.7,0.833,single
144,29,92.7,0.207,field_out
75,-29,72.4,0.053,field_out
108,-29,81.9,0.047,field_out
124,5,95.7,0.553,field_out
165,43,99.0,0.067,field_out
173,-4,72.5,0.1,field_out
189,54,93.8,0.0,field_out
169,29,86.8,0.047,field_out
202,-11,63.4,0.073,field_out
221,29,75.2,0.34,field_out
288,69,80.0,0.0,field_out
304,-5,98.7,0.247,single
315,14,84.8,0.913,single
323,39,93.5,0.04,field_out
362,42,90.2,0.013,field_out
377,28,67.1,0.96,single
403,-21,74.7,0.053,field_out
330,-42,77.3,0.02,field_out
436,-7,69.9,0.1,field_out
469,-21,98.3,0.153,field_out
521,9,105.3,0.767,single
534,5,91.9,0.547,field_out
554,47,87.7,0.0,field_out
564,6,95.1,0.54,field_error
672,5,100.2,0.587,single
685,4,83.2,0.32,field_out
604,-8,98.9,0.267,field_out
650,14,97.5,0.84,single
735,-41,69.7,0.093,field_out
932,2,79.5,0.227,single
1101,-27,82.1,0.033,field_out
950,19,104.1,0.553,field_out
843,59,80.4,0.047,field_out
1058,24,98.3,0.5,double
646,49,97.0,0.007,field_out
730,-21,82.9,0.073,field_error
896,4,92.6,0.493,field_out
1027,31,100.8,0.64,field_out
592,55,67.6,0.053,field_out
631,10,97.5,0.753,single
902,9,113.0,0.847,double
687,69,80.0,0.0,field_out
880,29,103.5,0.893,home_run
1037,-27,68.8,0.033,field_out
904,-17,66.4,0.04,field_out
1099,11,78.1,0.407,single
65,5,85.0,0.3,field_out
82,39,97.1,0.147,sac_fly
85,13,104.7,0.827,double
96,10,100.3,0.727,single
21,-21,82.9,0.073,field_out
28,22,105.7,0.96,double
48,10,100.8,0.833,field_out
69,5,100.9,0.587,field_out
232,20,86.4,0.52,single
76,-21,82.9,0.073,field_out
113,40,79.7,0.02,field_out
134,54,72.1,0.087,single
176,26,99.8,0.74,field_out
393,2,99.7,0.54,field_out
417,51,99.7,0.02,field_out
197,45,102.3,0.127,field_out
443,16,83.8,0.967,field_out
285,3,97.4,0.533,field_out
366,37,101.9,0.44,field_out
566,-3,98.1,0.34,field_out
741,-4,105.5,0.393,field_out
404,24,101.5,0.687,double
413,10,99.1,0.827,single
468,-21,82.9,0.073,field_out
953,-6,103.1,0.3,field_out
615,69,80.0,0.0,field_out
627,2,104.3,0.453,single
1086,69,80.0,0.0,field_out
1157,-15,85.4,0.073,double
652,85,74.6,0.0,field_out
1049,-22,89.6,0.14,field_out
716,23,92.8,0.2,field_out
630,51,98.7,0.033,field_out
660,2,101.7,0.493,single
465,44,95.5,0.027,field_out
483,14,109.3,0.7,double
527,47,80.6,0.02,field_out
721,16,101.0,0.56,field_out
1089,-31,66.7,0.053,field_out
617,69,80.0,0.0,field_out
746,35,103.4,0.633,home_run
807,54,109.6,0.073,field_out
1016,29,105.7,0.973,home_run
1048,33,88.7,0.047,field_out
927,69,80.0,0.0,field_out
1036,-21,82.9,0.073,field_out
1059,28,99.2,0.613,home_run
727,4,103.5,0.533,double
1158,22,95.2,0.287,field_out
61,14,100.7,0.727,single
166,18,90.3,0.627,double
74,31,92.3,0.107,field_out
98,83,83.4,0.0,field_out
293,-21,82.9,0.073,field_out
318,69,80.0,0.0,field_out
168,-10,75.9,0.047,force_out
225,10,114.4,0.86,double
255,22,90.7,0.2,field_out
307,10,100.9,0.833,single
339,39,67.4,0.6,single
375,25,104.0,0.887,home_run
385,29,74.1,0.453,field_out
354,-9,92.0,0.173,field_out
438,-18,85.5,0.08,grounded_into_double_play
484,69,80.0,0.0,field_error
531,18,103.0,0.513,double
548,-3,103.5,0.367,field_out
558,-21,82.9,0.073,field_out
623,12,111.7,0.84,double
881,21,108.4,0.933,home_run
1184,-14,73.7,0.047,field_out
782,26,87.4,0.093,field_out
889,29,81.2,0.08,field_out
1108,11,107.8,0.913,single
1022,-13,79.1,0.133,field_out
689,21,101.6,0.593,double
745,11,90.0,0.753,single
774,-22,58.5,0.087,field_out
922,-6,96.6,0.307,single
1123,20,93.3,0.227,field_out
606,35,76.6,0.107,double
658,8,109.2,0.687,double
1161,24,82.5,0.26,field_out
590,9,61.2,0.153,field_out
686,-13,87.6,0.127,grounded_into_double_play
58,-2,67.2,0.107,grounded_into_double_play
1079,69,80.0,0.0,field_error
982,28,88.2,0.067,double
1170,11,100.5,0.9,single
125,29,98.7,0.54,home_run
252,69,80.0,0.0,field_out
287,19,85.0,0.707,single
284,25,98.8,0.593,field_out
316,-4,93.6,0.333,force_out
387,35,79.4,0.06,field_out
409,76,84.5,0.0,field_out
379,-47,75.0,0.08,single
411,69,80.0,0.0,field_out
439,47,97.5,0.007,field_out
459,-39,88.2,0.067,field_out
498,17,97.0,0.493,field_out
536,26,74.3,0.693,single
573,-3,103.6,0.353,single
635,-12,75.0,0.093,field_out
738,69,80.0,0.0,field_out
539,-47,77.2,0.073,field_out
624,36,88.7,0.033,field_out
747,51,81.3,0.033,field_out
924,22,103.2,0.747,field_out
1031,39,89.2,0.013,field_out
1168,35,95.9,0.187,field_out
944,-16,71.7,0.053,grounded_into_double_play
269,-17,82.3,0.08,field_out
295,28,109.7,1.0,home_run
336,-32,89.7,0.08,field_out
375,27,109.2,1.0,home_run
249,6,77.0,0.247,double
290,2,103.5,0.547,double
364,2,96.7,0.507,single
369,13,95.7,0.947,single
415,-21,82.9,0.073,field_out
441,-10,101.4,0.267,field_out
568,4,111.2,0.653,single
430,38,86.6,0.013,field_out
491,39,74.3,0.2,single
339,11,90.1,0.753,single
357,3,104.3,0.533,single
381,-3,82.8,0.167,field_out
580,32,111.6,1.0,home_run
501,7,103.7,0.58,double_play
420,2,102.0,0.493,field_out
527,33,96.6,0.267,single
377,-12,89.5,0.127,field_out
437,9,76.6,0.267,single
413,-30,82.8,0.067,double
548,-8,82.0,0.147,field_out
429,80,80.6,0.0,field_out
486,69,80.0,0.0,field_out
540,-21,70.7,0.053,field_out
582,6,92.2,0.52,double
51,69,80.0,0.0,field_out
64,16,110.2,0.767,double
77,39,89.2,0.013,field_out
95,3,88.0,0.347,field_out
545,15,75.0,0.66,field_out
63,33,74.2,0.187,double
75,-4,78.1,0.153,field_out
111,-17,90.3,0.147,single
103,5,82.6,0.347,field_out
114,-36,91.1,0.073,field_out
120,-13,65.7,0.093,field_out
150,-21,64.6,0.047,grounded_into_double_play
189,-6,82.8,0.187,double
160,-3,80.4,0.173,field_out
187,2,101.2,0.473,field_out
208,-20,61.4,0.06,grounded_into_double_play
247,23,95.6,0.28,double
272,2,105.7,0.54,field_out
205,47,108.0,0.22,field_out
228,55,80.9,0.0,field_out
243,15,99.4,0.753,double
309,12,102.2,0.913,field_out
347,9,87.3,0.553,single
371,21,100.8,0.54,field_out
402,-50,69.6,0.16,field_out
254,49,88.1,0.007,field_out
274,44,85.1,0.007,field_out
296,-33,86.6,0.073,fielders_choice
307,16,83.9,0.967,single
414,-6,107.6,0.38,field_out
482,-20,100.2,0.207,field_out
516,-3,103.6,0.353,field_out
534,-21,82.9,0.073,field_out
588,-25,78.2,0.067,double
255,40,104.8,0.493,field_out
291,29,114.9,1.0,home_run
419,21,108.0,0.933,home_run
496,25,99.9,0.693,field_out
320,-21,82.9,0.073,field_out
288,-21,82.9,0.073,field_out
340,13,98.7,0.893,single
348,37,64.7,0.62,single
490,69,80.0,0.0,field_out
555,22,82.3,0.547,field_out
0,39,104.8,0.5,field_out
3,30,95.3,0.333,field_out
6,5,80.6,0.273,field_out
7,17,103.3,0.473,field_out
25,-40,94.2,0.053,field_out
11,-7,96.1,0.22,field_error
18,-2,98.3,0.367,single
49,40,95.4,0.04,field_out
65,-2,51.2,0.107,field_out
102,7,82.7,0.393,single
105,-6,104.2,0.313,single
57,-21,82.9,0.073,field_out
87,29,94.9,0.293,field_out
158,36,91.2,0.053,field_out
128,-12,79.6,0.127,field_out
163,10,87.1,0.573,field_out
198,-6,102.4,0.38,field_out
182,49,81.6,0.007,field_out
200,-3,79.8,0.173,field_error
219,13,83.5,0.82,double_play
293,16,97.4,0.633,single
237,-2,85.3,0.2,field_out
421,-14,72.3,0.02,field_out
285,-32,69.5,0.053,field_out
183,-6,93.0,0.26,field_out
210,46,92.5,0.0,field_out
288,11,82.3,0.48,single
49,18,106.8,0.713,field_out
61,-26,63.1,0.04,force_out
88,-62,92.9,0.247,field_out
107,50,70.6,0.18,single
85,-25,80.7,0.033,field_out
103,24,75.6,0.82,single
141,29,84.9,0.02,field_out
187,30,91.5,0.087,field_out
238,16,92.2,0.753,single
261,50,57.4,0.067,field_out
257,-4,73.6,0.08,field_out
0,-11,84.5,0.1,grounded_into_double_play
6,14,84.9,0.913,single
9,-18,80.0,0.053,field_out
252,20,100.7,0.533,field_out
96,24,106.8,0.987,home_run
115,-11,86.0,0.113,field_out
127,54,87.7,0.007,field_out
12,-16,59.2,0.067,field_out
15,-15,61.4,0.067,force_out
18,11,87.1,0.687,single
22,13,82.3,0.753,field_out
23,18,84.2,0.92,single
151,35,86.3,0.0,field_out
158,-6,96.0,0.313,field_out
39,2,93.6,0.407,field_out
47,36,75.8,0.113,sac_fly
48,-2,73.2,0.113,field_error
191,-9,90.4,0.24,field_out
219,39,92.5,0.04,field_out
287,8,107.2,0.72,single
50,21,105.2,0.86,home_run
54,5,73.2,0.16,grounded_into_double_play
64,-7,105.8,0.313,single
87,-21,82.9,0.073,field_out
118,21,115.2,0.973,home_run
135,-2,91.5,0.307,single
94,34,83.1,0.02,field_out
272,16,96.2,0.693,single
259,22,106.6,0.947,home_run
187,23,97.8,0.493,field_out
198,86,87.8,0.0,field_out
210,14,75.8,0.647,single
76,15,97.9,0.693,single
129,33,69.2,0.8,single
62,-51,55.7,0.187,field_out
72,14,85.9,0.893,double
93,-4,80.9,0.133,field_out
73,-28,70.8,0.04,field_out
120,-17,99.7,0.187,field_out
159,-24,90.4,0.147,field_out
182,-37,91.5,0.053,field_out
254,17,101.5,0.433,field_out
239,-2,76.6,0.187,grounded_into_double_play
255,14,91.7,0.96,single
91,42,100.5,0.113,field_out
112,4,101.0,0.56,field_error
146,17,86.7,0.88,single
194,69,80.0,0.0,field_out
208,-7,94.8,0.253,field_out
4,69,80.0,0.0,field_out
19,69,80.0,0.0,field_out
26,18,100.4,0.467,field_out
31,69,80.0,0.0,field_out
36,-29,83.1,0.067,field_out
35,-15,99.3,0.187,field_out
41,40,99.4,0.16,double
50,5,97.8,0.513,field_out
40,68,88.1,0.02,field_out
45,21,109.5,0.987,home_run
58,-28,91.8,0.06,field_out
82,40,102.1,0.213,field_out
74,29,97.0,0.347,field_out
81,41,99.7,0.18,field_out
115,-1,105.3,0.447,single
119,24,73.6,0.92,single
126,-2,72.8,0.113,field_out
130,27,100.2,0.773,home_run
167,69,80.0,0.0,field_out
237,-10,98.5,0.207,field_out
143,-11,90.8,0.18,field_out
172,20,97.5,0.387,field_out
213,22,107.4,0.947,home_run
3289,26,100.2,0.74,home_run
4304,63,93.7,0.007,field_out
2670,-21,98.7,0.16,grounded_into_double_play
3489,-24,91.3,0.16,field_out
3162,-21,82.9,0.073,field_out
3547,0,94.3,0.333,grounded_into_double_play
3939,18,87.9,0.68,single
2595,23,101.6,0.78,home_run
96,-17,73.1,0.047,double
104,-27,93.0,0.087,field_out
146,10,108.9,0.907,double
2706,-21,82.9,0.073,force_out
3161,-3,49.6,0.113,force_out
456,22,87.6,0.207,double
318,-25,78.2,0.067,field_out
385,33,81.5,0.053,field_out
428,59,84.5,0.04,field_out
559,-29,91.7,0.093,field_out
609,38,97.5,0.173,field_out
645,-6,101.4,0.3,field_out
627,4,102.8,0.533,field_out
924,-13,88.2,0.127,field_out
1024,-7,99.3,0.24,field_out
1014,23,93.9,0.207,field_out
1041,52,75.0,0.1,single
1444,-5,99.9,0.287,field_out
1530,61,79.3,0.027,field_out
1553,86,83.8,0.0,field_out
1865,-5,99.4,0.247,grounded_into_double_play
2028,7,108.3,0.68,single
2000,38,98.2,0.173,field_out
2427,-28,80.4,0.027,field_error
3211,7,71.6,0.24,single
3748,3,80.0,0.24,field_out
4049,20,95.9,0.253,field_out
2651,40,100.0,0.193,home_run
2837,2,96.5,0.44,field_out
3455,-4,96.6,0.333,field_out
2496,11,102.7,0.913,single
3924,40,105.7,0.513,field_out
2797,1,95.3,0.46,single
3149,-13,71.9,0.047,field_out
2462,46,74.6,0.147,field_out
3003,39,89.2,0.013,field_out
2039,-15,96.7,0.187,field_error
2407,64,86.8,0.013,field_out
2927,51,67.9,0.167,field_out
3073,28,71.6,0.7,single
3710,-3,101.0,0.353,single
3484,24,107.2,0.987,home_run
4325,15,30.8,0.26,single
2804,-19,89.2,0.12,field_out
4331,-15,86.1,0.093,field_out
167,-13,88.9,0.113,field_error
223,15,99.5,0.753,double
2740,-67,58.7,0.26,field_out
2975,10,71.3,0.293,double
3568,23,92.3,0.213,field_out
305,17,103.0,0.473,field_out
334,17,80.1,0.967,single
431,-8,105.7,0.327,single
517,58,80.9,0.04,field_out
2771,19,90.5,0.46,field_out
4086,-27,54.1,0.093,field_out
628,-50,53.0,0.167,field_out
723,-19,88.9,0.12,field_out
808,34,98.2,0.26,field_out
3083,8,99.5,0.58,field_out
3874,67,87.3,0.013,field_out
4087,20,78.6,0.92,field_out
984,9,106.0,0.787,single
1120,24,105.6,0.973,home_run
1282,-2,96.7,0.367,field_out
1391,28,86.0,0.053,field_out
1609,32,72.6,0.42,field_out
1721,52,93.6,0.0,field_out
1823,37,101.3,0.327,home_run
2100,14,84.8,0.913,single
1421,16,103.7,0.633,field_out
1612,15,95.2,0.8,single
1626,-13,67.6,0.087,field_out
1777,-21,95.4,0.16,field_out
3167,50,84.9,0.013,field_out
3821,15,70.3,0.427,field_out
1839,36,102.3,0.493,home_run
1893,13,94.2,0.98,single
2062,26,100.9,0.793,home_run
2076,-20,85.7,0.087,grounded_into_double_play
2726,19,82.6,0.867,single
3169,8,95.4,0.553,single
4269,52,85.6,0.007,field_out
2691,33,92.1,0.093,field_out
2517,69,80.0,0.0,field_out
3403,-29,82.6,0.067,field_out
3858,7,92.1,0.547,single
3335,10,113.9,0.86,field_out
3730,-32,88.8,0.08,force_out
3986,8,108.3,0.727,single
2768,22,72.0,0.987,single
3239,3,75.5,0.173,field_out
3935,11,102.5,0.9,double
4279,10,97.8,0.827,single
2081,-18,63.0,0.053,field_out
2438,23,96.4,0.28,double
2597,23,98.9,0.553,double
2796,15,109.9,0.733,double
3200,-5,80.7,0.193,field_out
3793,44,99.4,0.04,field_out
1427,-40,64.1,0.093,field_out
1478,-54,61.2,0.16,field_out
1697,7,87.5,0.467,single
3143,45,91.4,0.0,field_out
1154,-12,77.6,0.087,field_out
1315,36,87.6,0.013,field_out
1409,25,97.2,0.413,home_run
2751,32,88.3,0.027,field_out
1582,50,97.9,0.02,field_out
1894,69,80.0,0.0,field_out
306,41,92.7,0.02,field_out
2858,29,106.7,0.973,home_run
3417,69,80.0,0.0,field_out
3595,14,101.0,0.727,single
4071,30,29.9,0.233,field_out
4205,44,35.6,0.2,single
337,31,93.5,0.233,field_out
500,0,83.7,0.24,field_out
564,-54,64.5,0.147,field_out
657,17,104.8,0.567,double
715,26,103.2,0.893,home_run
3628,38,92.9,0.067,field_out
4195,-4,108.8,0.393,field_out
742,69,80.0,0.0,field_out
849,17,101.5,0.433,double_play
1015,2,88.8,0.393,field_error
1474,21,95.9,0.3,field_out
1515,-34,78.2,0.04,single
1815,16,105.2,0.567,double
2412,69,80.0,0.0,field_out
2504,43,84.2,0.0,field_out
2908,15,85.3,0.94,single
3386,3,108.7,0.627,single
2502,27,102.5,0.9,double
3015,-14,47.8,0.147,field_out
3515,6,107.4,0.633,field_out
1812,69,80.0,0.0,field_out
2187,3,102.1,0.527,single
3854,19,89.5,0.493,field_out
4099,55,75.0,0.067,field_out
3781,69,80.0,0.0,field_out
3716,-33,73.9,0.047,grounded_into_double_play
4362,-8,104.9,0.347,single
40,-21,82.9,0.073,field_out
66,41,86.4,0.013,field_out
83,58,87.8,0.007,field_out
2116,69,80.0,0.0,field_out
2560,47,87.6,0.0,sac_fly
2831,-31,75.2,0.047,force_out
3804,8,100.0,0.64,single
145,32,81.8,0.04,field_out
323,-29,76.5,0.067,field_out
2038,-2,90.9,0.307,grounded_into_double_play
2201,14,79.1,0.693,single
2686,-3,90.9,0.307,force_out
4208,17,88.3,0.833,single
368,65,73.3,0.0,field_out
449,26,97.9,0.473,field_out
466,59,84.4,0.007,field_out
755,1,86.6,0.353,field_out
1025,36,65.0,0.673,single
1036,18,74.8,0.953,single
1255,-22,94.8,0.133,field_out
818,69,80.0,0.0,field_out
1333,69,80.0,0.0,field_out
1366,42,66.7,0.473,single
1645,37,95.2,0.107,field_out
2069,8,103.9,0.687,single
2219,20,106.0,0.867,double
985,21,104.7,0.86,home_run
1129,-21,83.9,0.087,field_out
3023,-21,83.8,0.087,field_out
3843,35,98.4,0.287,field_out
4079,-16,91.1,0.147,field_out
1526,69,80.0,0.0,field_out
1588,18,70.5,0.76,single
1736,58,81.9,0.047,field_out
2764,-6,95.7,0.313,single
3700,15,108.0,0.613,field_out
2829,50,72.5,0.187,field_out
4188,28,97.9,0.54,field_out
2509,60,83.3,0.007,field_out
3281,21,90.7,0.253,field_out
2720,-5,97.1,0.253,grounded_into_double_play
3694,9,103.0,0.733,single
3845,2,81.6,0.293,field_out
2840,53,97.1,0.02,field_out
3299,69,80.0,0.0,field_out
582,9,74.7,0.267,field_out
600,-6,85.5,0.147,field_out
